id,name,englishName,level,implementation,declaredTarget,status,expectedSemantics,expectedCapabilities,semanticGaps,unprovenCapabilities,runtimeSpecializations,runtimeReferences,directTests
"insect-plague","疫病虫群","Insect Plague","5","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | area | slot-scaling","","","","","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/persistentAreaPresentation.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/combatPersistentSpellBatch.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/persistentAreaPresentation.test.ts | src/rulesets/dnd5e/persistentAreaTypes.test.ts"
"instant-summons","瞬间召唤","Instant Summons","6","audited-activity","full","verified-full","movement","item-link | planar-state | inventory-effect","","","movement | item-link | planar-state | inventory-effect","src/rulesets/dnd5e/activities/dnd5eActivityContracts.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityHeadlessAuthorityBridge.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellAuthorityState.ts | src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/activities/dnd5eLongLivedSpellActivities.test.ts"
"invisibility","隐形术","Invisibility","2","core-transaction","full","verified-full","concentration | condition | slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsters.ts | src/rulesets/dnd5e/monsterSchema.ts | src/rulesets/dnd5e/monsterSpecialAction.ts | src/rulesets/dnd5e/monsterStructuredSpecialCandidates.ts | src/rulesets/dnd5e/monsterSupportCandidateGenerators.ts | src/rulesets/dnd5e/monsterTurnPlan.ts | src/rulesets/dnd5e/tokenStatusMarkers.ts","src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/activeEffectsHeadless.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/monsterTeleportInvisibility.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/tokenStatusMarkers.test.ts"
"irresistible-dance","迷舞术","Irresistible Dance","6","audited-activity","full","verified-full","saving-throw | concentration | condition","effect-modifier | saving-throw | action-escape","","","action-escape","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"jump","跳跃术","Jump","1","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/magicItems.ts","src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/classes.test.ts | src/rulesets/dnd5e/featHeadlessPrimitives.test.ts | src/rulesets/dnd5e/fighter.test.ts | src/rulesets/dnd5e/localContentCollection.test.ts | src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/monsterMoveAction.test.ts | src/rulesets/dnd5e/plugins/pluginItemHeadlessProtocol.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/traversal.test.ts"
"knock","敲击术","Knock","2","audited-activity","full","verified-full","","door-state | object-unlock | sound-event","","","door-state | object-unlock | sound-event","src/rulesets/dnd5e/activities/dnd5eActivityContracts.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/mapInteraction.test.ts | src/rulesets/dnd5e/totemWarrior.test.ts"
"legend-lore","通晓传奇","Legend Lore","5","none","manual","manual","","dm-response | world-information","","","","src/rulesets/dnd5e/spellMaterials.ts","src/lib/monsterManualSpell.test.ts | src/pages/maps/DmAdjudicationPanel.test.ts"
"lesser-restoration","次级复原术","Lesser Restoration","2","core-transaction","full","verified-full","condition","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/magicItems.ts | src/rulesets/dnd5e/monsterSupportCandidateGenerators.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"levitate","浮空术","Levitate","2","audited-activity","full","verified-full","saving-throw | concentration","saving-throw | vertical-movement | source-control","","","source-control","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/pluginFeatureAction.test.ts"
"light","光亮术","Light","0","audited-activity","full","verified-full","saving-throw","light-source | object-enchantment | saving-throw","","","light-source | object-enchantment","src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/activities/dnd5eEffectContracts.ts | src/rulesets/dnd5e/characterCapabilities.ts | src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/customRulesPlugin.ts | src/rulesets/dnd5e/equipment.ts | src/rulesets/dnd5e/items.ts | src/rulesets/dnd5e/monsters.ts | src/rulesets/dnd5e/monsterSchema.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/pluginApi.ts | src/rulesets/dnd5e/plugins/pluginContentCatalog.ts | src/rulesets/dnd5e/plugins/pluginItemDefinition.ts | src/rulesets/dnd5e/plugins/pluginMechanicsContracts.ts","src/application/combat/spells/SpellTargetingCoordinator.test.ts | src/components/map/mapCanvasSurface.test.ts | src/components/map/mapLightingPresentation.test.ts | src/components/map/PlayerMapSpellHotbar.test.ts | src/components/map/tokenBorderFlow.test.ts | src/components/rules/Dnd5eActivityTemplateEditor.test.ts | src/lib/appTheme.test.ts | src/lib/campaignTime.test.ts | src/lib/combatPresentation.test.ts | src/lib/explorationSpellInitiative.test.ts | src/lib/mapGeometry.test.ts | src/lib/playerActionAuthorityRouter.test.ts | src/lib/sceneOrchestration.test.ts | src/lib/sharedResourceValidation.test.ts | src/lib/sharedServerCore.test.ts | src/lib/uvttExport.test.ts | src/pages/maps/cuttingWordsVisibility.test.ts | src/presentation/maps/MapViewportLayer.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityCombatE2e.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityCommand.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityInvocation.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityMapInteraction.test.ts | src/rulesets/dnd5e/activities/dnd5eActivityWeaponAttackGrant.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/attackDisadvantageInterrupt.test.ts | src/rulesets/dnd5e/character.test.ts | src/rulesets/dnd5e/contentPackageV2.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/declarativeSubclassAbility.test.ts | src/rulesets/dnd5e/environmentRules.test.ts | src/rulesets/dnd5e/equipment.test.ts | src/rulesets/dnd5e/featHeadlessPrimitives.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/localContentCollection.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterAreaAction.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterMoveAction.test.ts | src/rulesets/dnd5e/monsterPersistentAreas.test.ts | src/rulesets/dnd5e/monsterStatBlockPaste.test.ts | src/rulesets/dnd5e/monsterStructuredSpecialActionBatch.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/playerMoveAction.test.ts | src/rulesets/dnd5e/pluginApi.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/store/mapGeometry.test.ts | src/store/mapsMigrate.test.ts | src/store/sceneOrchestration.test.ts"
"lightning-bolt","闪电束","Lightning Bolt","3","core-transaction","full","verified-full","saving-throw | half-on-save | damage | area | slot-scaling","","","","","","src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts | src/rulesets/dnd5e/verticalCombatGeometry.test.ts"
"locate-animals-or-plants","动植物定位术","Locate Animals or Plants","2","audited-activity","partial","partial","concentration","world-information | semantic-target | off-map-search","原文要求 concentration，Activity 及专用运行时均无完整证据","","","","src/lib/dnd5eActionIcons.test.ts"
"locate-creature","生物定位术","Locate Creature","4","audited-activity","partial","partial","concentration","world-information | semantic-target | off-map-search","原文要求 concentration，Activity 及专用运行时均无完整证据","","","",""
"locate-object","物件定位术","Locate Object","2","audited-activity","partial","partial","concentration","world-information | semantic-target | off-map-search","原文要求 concentration，Activity 及专用运行时均无完整证据","","","","src/lib/dnd5eActionIcons.test.ts"
"longstrider","大步奔行","Longstrider","1","core-transaction","full","verified-full","slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterSupportCandidateGenerators.ts","src/lib/combatPresentation.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/protectionFromEnergySpell.test.ts"
"mage-armor","法师护甲","Mage Armor","1","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterSupportCandidateGenerators.ts","src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/damageMitigationInterrupt.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/items.test.ts | src/rulesets/dnd5e/localContentAiImport.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterContentDeepAnalysis.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/monsterStatBlockPaste.test.ts"
"mage-hand","法师之手","Mage Hand","0","core-transaction","full","verified-full","movement","","","","movement","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/persistentAreaPresentation.ts | src/rulesets/dnd5e/persistentAreaTypes.ts | src/rulesets/dnd5e/spellbook.ts","src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/persistentAreaPresentation.test.ts | src/rulesets/dnd5e/persistentAreaTypes.test.ts | src/rulesets/dnd5e/spellbook.test.ts | src/rulesets/dnd5e/utilityProjection.test.ts"
"magic-circle","防护法阵","Magic Circle","3","audited-activity","full","verified-full","saving-throw | area | condition | movement | slot-scaling","persistent-area | typed-target | movement-blocking","","","slot-scaling","src/rulesets/dnd5e/spellMaterials.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/persistentAreaGeometry.test.ts"
"magic-jar","魔魂壶","Magic Jar","6","audited-activity","full","verified-full","saving-throw","planar-state | actor-control | body-snapshot","","","planar-state | actor-control | body-snapshot","src/rulesets/dnd5e/spellMaterials.ts | src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activities/dnd5eLongLivedSpellActivities.test.ts"
"magic-missile","魔法飞弹","Magic Missile","1","core-transaction","full","verified-full","damage | slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/magicItems.ts | src/rulesets/dnd5e/spellVisibility.ts","src/application/combat/spells/SpellTargetingCoordinator.test.ts | src/components/map/combatSpellDamagePresentation.test.ts | src/components/map/PlayerCombatHotbar.test.ts | src/lib/characterExcelImport.test.ts | src/lib/combatLogDetails.test.ts | src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/dnd5eCombatActionDescriptors.test.ts | src/lib/explorationSpellInitiative.test.ts | src/lib/monsterManualSpell.test.ts | src/lib/sharedApi.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/CombatLogEntryCard.test.ts | src/pages/maps/commitDnd5eCombatResult.test.ts | src/pages/maps/DmAdjudicationPanel.test.ts | src/pages/maps/settleDnd5eCombatResult.test.ts | src/pages/maps/spellProjectileTargeting.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/eldritchKnight.test.ts | src/rulesets/dnd5e/genericCombatPrimitives.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/postSpellRandomTable.test.ts | src/rulesets/dnd5e/racialAutomation.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellCatalog.test.ts | src/rulesets/dnd5e/spellDamageMaxDieBonus.test.ts | src/rulesets/dnd5e/subclassSpellcasting.test.ts"
"magic-mouth","魔嘴术","Magic Mouth","2","audited-activity","partial","partial","","object-enchantment | open-text-trigger | communication","","","communication","src/rulesets/dnd5e/spellMaterials.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts"
"magic-weapon","魔化武器","Magic Weapon","2","core-transaction","full","verified-full","concentration | slot-scaling","","","","slot-scaling","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/spellAction.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/sharedServerCore.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/equipmentAttackAction.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"magnificent-mansion","豪宅术","Magnificent Mansion","7","audited-activity","partial","partial","area","cross-scene | object-creation | dm-layout","原文要求 area，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellMaterials.ts",""
"major-image","高等幻影","Major Image","3","audited-activity","partial","partial","saving-throw | concentration | area | slot-scaling","illusory-content | sensor-vision | dm-interpretation","","","concentration | area | slot-scaling","src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts"
"mass-cure-wounds","群体疗伤术","Mass Cure Wounds","5","core-transaction","full","verified-full","healing | area | slot-scaling","","","","area","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/magicItems.ts","src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"mass-heal","群体医疗术","Mass Heal","9","core-transaction","full","verified-full","healing | condition","","","","condition","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/vfxSequence.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"mass-healing-word","群体治愈真言","Mass Healing Word","3","core-transaction","full","verified-full","healing | slot-scaling","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"mass-suggestion","群体暗示术","Mass Suggestion","6","audited-activity","partial","partial","saving-throw | condition | slot-scaling","saving-throw | semantic-command | semantic-compliance","原文要求 condition，Activity 及专用运行时均无完整证据 | 原文要求 slot-scaling，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellVisibility.ts",""
"maze","迷宫术","Maze","8","audited-activity","full","verified-full","concentration","planar-state | ability-check | turn-trigger","","","ability-check | turn-trigger","src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/spellCatalog.test.ts"
"meld-into-stone","融身入石","Meld into Stone","3","audited-activity","full","verified-full","damage | condition","terrain-geometry | planar-state | ejection-damage","","","","","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/activities/dnd5eLongLivedSpellActivities.test.ts"
"mending","修复术","Mending","0","audited-activity","partial","partial","","world-object | repair-state | dm-object-fit","","world-object","","",""
"message","传讯术","Message","0","audited-activity","full","verified-full","","communication | line-of-effect | language-capability","","","line-of-effect | language-capability","src/rulesets/dnd5e/pluginSandbox.ts | src/rulesets/dnd5e/pluginSandbox.worker.ts","src/components/map/Dnd5eActionIcon.test.ts | src/components/map/mapFreeDiceRoll.test.ts | src/components/map/MapSpellsPanel.test.ts | src/lib/dnd5eActionIcons.test.ts | src/lib/dnd5eCombatSimulationJob.test.ts | src/lib/dnd5eMonsterTurnPlannerWorker.test.ts | src/lib/pdfCampaignAnalysis.test.ts | src/lib/sharedCombatReset.test.ts | src/lib/sharedResourceSubscription.test.ts | src/lib/sharedServerCombatTransactions.test.ts | src/lib/sharedServerCore.test.ts | src/lib/tencentVerificationProvider.test.ts | src/pages/maps/combatEndCoordinator.test.ts | src/pages/maps/postSpellRandomTableAdjudication.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/localContentAiImport.test.ts | src/rulesets/dnd5e/pluginSandbox.test.ts"
"meteor-swarm","流星爆","Meteor Swarm","9","core-transaction","full","verified-full","saving-throw | half-on-save | damage | area","","","","","src/rulesets/dnd5e/spellVisibility.ts","src/application/combat/spells/SpellTargetingCoordinator.test.ts | src/pages/maps/spellAoeHighlight.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellbook.test.ts"
"mind-blank","心灵屏障","Mind Blank","8","audited-activity","full","verified-full","condition","damage-immunity | condition-immunity | effect-suppression","","","","src/rulesets/dnd5e/activeEffects.ts | src/rulesets/dnd5e/headlessCombatEngine.ts","src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"minor-illusion","次级幻影","Minor Illusion","0","core-transaction","full","verified-full","saving-throw | area","","","","saving-throw | area","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/spellbook.ts","src/lib/dnd5eActionIcons.test.ts | src/lib/vfxSequence.test.ts | src/rulesets/dnd5e/localContentCollection.test.ts | src/rulesets/dnd5e/racialAutomation.test.ts"
"mirage-arcane","海市蜃楼","Mirage Arcane","7","audited-activity","partial","partial","","terrain-geometry | illusory-content | world-state","","terrain-geometry","","",""
"mirror-image","镜影术","Mirror Image","2","audited-activity","full","verified-full","","attack-redirection | duplicate-counter | attack-resolution","","","","","src/lib/dnd5eActionIcons.test.ts | src/pages/maps/dnd5eActiveEffectEditing.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/pluginSpellTransaction.test.ts"
"mislead","假象术","Mislead","5","audited-activity","full","verified-full","concentration | condition | movement | sustained-control","sensor-vision | invisibility | entity-movement","","","","","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"misty-step","迷踪步","Misty Step","2","core-transaction","full","verified-full","movement","","","","movement","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/combatLogDetails.test.ts | src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.test.ts | src/rulesets/dnd5e/monsterCoreSpellAction.test.ts | src/rulesets/dnd5e/spellAction.test.ts"
"modify-memory","篡改记忆","Modify Memory","5","audited-activity","partial","partial","saving-throw | concentration | condition | slot-scaling","saving-throw | semantic-memory | dm-interpretation","原文要求 slot-scaling，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellVisibility.ts",""
"moonbeam","月华之光","Moonbeam","2","core-transaction","full","verified-full","saving-throw | half-on-save | damage | concentration | area | turn-trigger | slot-scaling","","","","saving-throw | half-on-save | damage | slot-scaling","src/rulesets/dnd5e/coreSpellAreas.ts | src/rulesets/dnd5e/coreSpellAreaVisuals.ts | src/rulesets/dnd5e/persistentAreaTypes.ts","src/components/map/MapPersistentAreaLayers.test.ts | src/lib/combatPresentation.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/coreSpellAreas.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/persistentAreaGeometry.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/verticalCombatGeometry.test.ts | src/store/characterNormalizationDamageAudit.test.ts"
"move-earth","地动术","Move Earth","6","audited-activity","partial","partial","concentration","terrain-geometry | world-state | dm-interpretation","原文要求 concentration，Activity 及专用运行时均无完整证据","terrain-geometry","","",""
"nondetection","回避侦测","Nondetection","3","audited-activity","full","verified-full","","effect-suppression | duration | targeting-immunity","","","","","src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"pass-without-trace","行动无踪","Pass without Trace","2","audited-activity","full","verified-full","concentration | condition","skill-check-modifier | source-aura | tracking-suppression","","","tracking-suppression","src/rulesets/dnd5e/headlessCombatEngine.ts","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"passwall","穿墙术","Passwall","5","audited-activity","full","verified-full","","terrain-geometry | movement-blocking | duration","","","terrain-geometry","src/rulesets/dnd5e/spellVisibility.ts","src/lib/mapGeometry.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts"
"phantasmal-killer","魅影杀手","Phantasmal Killer","4","core-transaction","full","verified-full","saving-throw | damage | concentration | condition | turn-trigger | slot-scaling","","","","damage | turn-trigger | slot-scaling","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellVisibility.ts","src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/activeEffects.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts"
"phantom-steed","魅影驹","Phantom Steed","3","audited-activity","full","verified-full","","summon-companion | movement-mode | duration","","","","","src/lib/dnd5eActionIcons.test.ts | src/rulesets/dnd5e/activities/dnd5eCoreSpellActivities.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/summonedCreatures.test.ts | src/store/mapsMigrate.test.ts"
"planar-ally","异界盟誓","Planar Ally","6","audited-activity","partial","partial","","summon-companion | dm-creature-choice | semantic-bargain","","","","",""
"planar-binding","异界誓缚","Planar Binding","5","audited-activity","partial","partial","saving-throw | slot-scaling","saving-throw | actor-control | semantic-command","原文要求 slot-scaling，Activity 及专用运行时均无完整证据","","","src/rulesets/dnd5e/spellMaterials.ts",""
"plane-shift","异界传送","Plane Shift","7","audited-activity","partial","partial","saving-throw | spell-attack | movement","spell-attack | saving-throw | cross-scene","","","movement","src/rulesets/dnd5e/spellMaterials.ts","src/rulesets/dnd5e/magicItems.test.ts | src/rulesets/dnd5e/srdContent.test.ts"
"plant-growth","植物滋长","Plant Growth","3","audited-activity","partial","partial","area","persistent-area | terrain-geometry | long-term-world-state","","terrain-geometry","","","src/lib/dnd5eActionIcons.test.ts"
"poison-spray","毒气喷溅","Poison Spray","0","core-transaction","full","verified-full","saving-throw | damage","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/combatPresentation.test.ts | src/lib/dnd5eActionIcons.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/optionalBonusDieSpells.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellSavePressure.test.ts"
"polymorph","变形术","Polymorph","4","audited-activity","full","verified-full","saving-throw | concentration","stat-transform | form-catalog | hit-point-handoff","","","form-catalog | hit-point-handoff","src/rulesets/dnd5e/activities/dnd5eActivityContracts.ts | src/rulesets/dnd5e/activities/dnd5eActivityExecutor.ts | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/spellVisibility.ts","src/rulesets/dnd5e/activities/dnd5eActivityHeadlessAuthorityBridge.test.ts | src/rulesets/dnd5e/mapBridge.test.ts"
"power-word-kill","律令死亡","Power Word Kill","9","core-transaction","full","verified-full","","","","","","src/pages/maps/spellSettlementCoordinator.ts | src/rulesets/dnd5e/combatSimulation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterAdvancedAbilities.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/spellVisibility.ts","src/lib/combatPresentation.test.ts | src/pages/maps/spellSettlementCoordinator.test.ts | src/rulesets/dnd5e/headlessCombatEngine.test.ts | src/rulesets/dnd5e/spellAction.test.ts | src/rulesets/dnd5e/spellCatalog.test.ts"
